Финансирование,Результативность НИР,Квалификация исполнителей,Новизна результатов,Готовность результатов,Новые дисциплины,Учебная продукция
13497.222,292.758,2,2,Малая,Технические,Литература
48127.941,345.035,3,3,Частичная,Гуманитарные,Лабораторное оборудование
33051.332,331.97,3,2,Частичная,Технические,Лабораторное оборудование
66227.835,491.471,4,4,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
51238.69,269.666,3,4,Малая,Гуманитарные,Литература
60434.058,404.467,5,3,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
6473.093,234.579,2,3,Малая,Технические,Литература
38664.974,399.22,4,3,Частичная,Гуманитарные,Лабораторное оборудование
8529.898,280.955,3,3,Малая,Гуманитарные,Литература
66001.372,464.152,4,3,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
40978.267,343.53,3,3,Малая,Гуманитарные,Литература
39241.005,358.072,3,2,Малая,Гуманитарные,Лабораторное оборудование
16771.021,393.253,3,2,Частичная,Гуманитарные,Литература и оборудование
36473.696,428.331,3,4,Частичная,Технические,Лабораторное оборудование
25897.213,160.746,2,1,Отсутствует,Технические,Литература
52570.602,413.259,3,3,Частичная,Гуманитарные,Лабораторное оборудование
44154.237,464.478,4,4,Есть опытные образцы,Гуманитарные,Литература и оборудование
7582.474,128.716,2,2,Отсутствует,Технические,Лабораторное оборудование
20155.783,222.716,2,2,Малая,Гуманитарные,Лабораторное оборудование
22425.881,269.132,2,2,Малая,Технические,Лабораторное оборудование
33277.726,453.748,4,3,Частичная,Гуманитарные,Литература
48573.134,392.291,2,2,Малая,Гуманитарные,Лабораторное оборудование
43043.397,430.373,5,4,Есть опытные образцы,Технические,Лабораторное оборудование
22099.178,317.481,3,3,Частичная,Гуманитарные,Лабораторное оборудование
12238.587,381.872,3,4,Малая,Гуманитарные,Лабораторное оборудование
60450.905,381.681,4,3,Частичная,Технические,Лабораторное оборудование
4286.027,301.729,3,3,Малая,Гуманитарные,Лабораторное оборудование
18753.272,225.522,4,2,Частичная,Технические,Лабораторное оборудование
13405.418,215.207,2,3,Малая,Технические,Литература
60644.465,427.945,3,4,Малая,Гуманитарные,Литература
7181.674,221.26,2,2,Отсутствует,Технические,Лабораторное оборудование
69890.657,458.847,4,4,Есть опытные образцы,Гуманитарные,Литература и оборудование
38041.943,311.573,3,3,Малая,Гуманитарные,Лабораторное оборудование
35984.477,327.309,2,3,Малая,Гуманитарные,Литература
36807.482,376.283,4,4,Частичная,Гуманитарные,Лабораторное оборудование
42593.389,356.987,3,3,Частичная,Гуманитарные,Лабораторное оборудование
36168.44,295.172,2,3,Малая,Технические,Лабораторное оборудование
11886.579,230.224,2,2,Отсутствует,Технические,Лабораторное оборудование
14659.439,263.785,2,3,Малая,Отсутствуют,Лабораторное оборудование
49239.226,420.501,3,3,Малая,Технические,Лабораторное оборудование
14105.574,386.088,4,3,Частичная,Технические,Лабораторное оборудование
66272.851,370.074,3,3,Частичная,Гуманитарные,Лабораторное оборудование
26555.862,335.246,3,2,Малая,Гуманитарные,Лабораторное оборудование
34376.818,402.748,4,5,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
51728.433,415.022,3,3,Частичная,Технические,Лабораторное оборудование
17075.968,240.83,2,2,Малая,Гуманитарные,Лабораторное оборудование
32693.816,409.023,3,4,Частичная,Гуманитарные,Лабораторное оборудование
21429.861,450.567,4,4,Частичная,Гуманитарные,Лабораторное оборудование
63811.107,358.336,3,2,Частичная,Гуманитарные,Лабораторное оборудование
30616.352,349.685,3,3,Малая,Гуманитарные,Лабораторное оборудование
35359.228,354.76,4,4,Частичная,Гуманитарные,Литература и оборудование
43004.536,383.733,3,3,Частичная,Гуманитарные,Литература
63074.586,371.85,2,4,Частичная,Гуманитарные,Лабораторное оборудование
25032.558,332.529,2,3,Частичная,Гуманитарные,Лабораторное оборудование
61178.043,416.584,2,4,Малая,Гуманитарные,Лабораторное оборудование
36575.611,479.341,4,3,Частичная,Технические,Лабораторное оборудование
56646.604,429.042,4,4,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
18089.003,287.035,3,3,Малая,Гуманитарные,Лабораторное оборудование
26266.419,278.193,3,2,Частичная,Технические,Лабораторное оборудование
34766.772,346.527,4,3,Частичная,Гуманитарные,Литература
64771.357,354.047,3,4,Частичная,Гуманитарные,Лабораторное оборудование
60489.198,442.898,3,3,Малая,Технические,Лабораторное оборудование
16480.199,344.351,4,4,Малая,Гуманитарные,Литература
18328.07,250.832,2,3,Отсутствует,Технические,Лабораторное оборудование
66706.61,399.491,3,3,Частичная,Гуманитарные,Лабораторное оборудование
51947.34,488.898,4,4,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
38086.394,376.813,3,3,Малая,Гуманитарные,Лабораторное оборудование
60103.645,405.932,4,3,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
58232.224,345.362,3,3,Малая,Технические,Лабораторное оборудование
44886.474,459.317,4,4,Частичная,Гуманитарные,Лабораторное оборудование
60350.22,447.095,4,3,Частичная,Гуманитарные,Лабораторное оборудование
37990.417,328.359,3,4,Частичная,Гуманитарные,Лабораторное оборудование
59940.766,329.512,3,3,Частичная,Технические,Лабораторное оборудование
34536.31,313.625,4,3,Есть опытные образцы,Технические,Лабораторное оборудование
3054.864,235.793,2,2,Отсутствует,Гуманитарные,Литература
39001.15,381.674,3,3,Частичная,Гуманитарные,Литература
64482.444,497.016,5,4,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
40058.618,279.642,2,3,Частичная,Технические,Лабораторное оборудование
47323.273,419.164,4,3,Частичная,Гуманитарные,Литература и оборудование
23312.108,229.155,3,3,Малая,Технические,Лабораторное оборудование
43120.768,325.966,3,3,Малая,Гуманитарные,Лабораторное оборудование
39522.462,378.968,2,5,Отсутствует,Технические,Литература
17289.312,368.907,4,3,Частичная,Гуманитарные,Лабораторное оборудование
27063.356,307.535,4,4,Частичная,Гуманитарные,Лабораторное оборудование
28492.282,327.258,4,2,Частичная,Технические,Литература и оборудование
35926.675,275.419,3,2,Малая,Гуманитарные,Лабораторное оборудование
28868.553,429.216,4,2,Есть опытные образцы,Технические,Лабораторное оборудование
51878.752,286.094,2,2,Малая,Технические,Литература
61726.205,528.216,5,3,Есть опытные образцы,Гуманитарные,Литература и оборудование
65080.163,307.369,4,3,Малая,Гуманитарные,Лабораторное оборудование
14166.008,316.803,3,4,Малая,Технические,Лабораторное оборудование
42245.398,333.343,3,3,Частичная,Гуманитарные,Лабораторное оборудование
27249.142,399.92,3,4,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
5614.166,179.396,1,3,Отсутствует,Технические,Литература
10388.228,110.045,1,2,Отсутствует,Технические,Литература
40149.719,350.731,3,4,Малая,Гуманитарные,Литература
46615.516,386.818,4,4,Малая,Гуманитарные,Литература
62626.44,413.012,4,3,Частичная,Технические,Лабораторное оборудование
63800.847,416.194,3,3,Малая,Гуманитарные,Литература
42398.638,484.267,4,4,Частичная,Технические,Лабораторное оборудование
8287.55,310.744,3,3,Частичная,Гуманитарные,Лабораторное оборудование
38703.387,298.035,4,3,Частичная,Гуманитарные,Лабораторное оборудование
47972.647,406.301,4,4,Частичная,Гуманитарные,Литература
66966.936,523.761,4,3,Есть опытные образцы,Технические,Литература и оборудование
6873.648,206.057,3,4,Частичная,Технические,Лабораторное оборудование
31270.418,270.863,3,4,Малая,Технические,Литература
55304.023,443.872,4,4,Частичная,Гуманитарные,Лабораторное оборудование
63036.608,391.181,3,4,Малая,Гуманитарные,Лабораторное оборудование
58350.316,354.375,3,3,Частичная,Гуманитарные,Лабораторное оборудование
53907.751,376.559,3,4,Частичная,Гуманитарные,Литература
35137.455,201.526,2,1,Малая,Технические,Литература
30739.557,302.816,3,3,Частичная,Технические,Лабораторное оборудование
10301.579,224.425,2,3,Отсутствует,Технические,Литература
57950.757,437.053,3,4,Частичная,Гуманитарные,Лабораторное оборудование
34247.036,374.798,3,3,Частичная,Технические,Лабораторное оборудование
51292.754,495.091,4,4,Частичная,Гуманитарные,Лабораторное оборудование
34799.649,282.305,3,2,Малая,Технические,Лабораторное оборудование
9965.877,308.603,2,3,Частичная,Технические,Литература
6793.465,301.226,2,3,Малая,Гуманитарные,Литература
41704.875,391.399,4,3,Частичная,Технические,Лабораторное оборудование
65786.069,433.457,3,1,Частичная,Технические,Литература
42042.833,317.09,3,3,Малая,Технические,Лабораторное оборудование
32966.216,302.05,3,2,Частичная,Гуманитарные,Лабораторное оборудование
45511.967,346.051,4,3,Частичная,Гуманитарные,Лабораторное оборудование
62506.822,355.252,3,3,Частичная,Технические,Литература
21130.178,406.196,3,4,Частичная,Гуманитарные,Лабораторное оборудование
62667.65,551.049,4,4,Частичная,Гуманитарные,Лабораторное оборудование
38804.133,284.383,2,3,Малая,Гуманитарные,Лабораторное оборудование
23403.542,281.176,4,3,Частичная,Технические,Литература и оборудование
24395.519,336.186,2,3,Малая,Гуманитарные,Лабораторное оборудование
9509.564,417.142,3,2,Частичная,Гуманитарные,Лабораторное оборудование
40120.844,361.169,3,2,Малая,Гуманитарные,Лабораторное оборудование
23102.484,337.888,3,2,Малая,Технические,Литература
32155.932,355.616,3,4,Малая,Гуманитарные,Литература
36353.276,230.858,2,2,Малая,Гуманитарные,Лабораторное оборудование
6136.515,319.824,2,3,Малая,Технические,Лабораторное оборудование
29888.775,320.26,3,4,Частичная,Гуманитарные,Лабораторное оборудование
43668.521,468.452,3,3,Частичная,Гуманитарные,Лабораторное оборудование
59501.906,470.57,4,4,Частичная,Гуманитарные,Лабораторное оборудование
28483.78,413.632,3,3,Частичная,Гуманитарные,Лабораторное оборудование
24355.306,266.732,3,3,Малая,Технические,Литература
42517.037,266.035,3,3,Малая,Технические,Лабораторное оборудование
3608.853,359.397,3,3,Малая,Технические,Лабораторное оборудование
25424.851,265.027,3,2,Малая,Технические,Лабораторное оборудование
67647.56,530.145,4,4,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
16167.481,348.974,3,3,Малая,Технические,Лабораторное оборудование
6466.826,297.774,3,4,Частичная,Гуманитарные,Лабораторное оборудование
43053.839,431.51,4,3,Малая,Технические,Лабораторное оборудование
13558.939,321.597,3,2,Малая,Гуманитарные,Литература
10927.124,227.397,2,2,Малая,Технические,Литература
4161.529,318.768,4,2,Малая,Технические,Лабораторное оборудование
8194.65,325.0,3,3,Малая,Гуманитарные,Лабораторное оборудование
57494.156,419.218,4,4,Частичная,Гуманитарные,Лабораторное оборудование
41063.404,319.623,3,3,Частичная,Технические,Лабораторное оборудование
29988.509,435.231,4,3,Частичная,Гуманитарные,Литература
48171.63,513.084,4,4,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
12187.608,288.65,3,3,Малая,Технические,Лабораторное оборудование
30420.764,219.675,2,3,Отсутствует,Технические,Лабораторное оборудование
41725.237,390.483,3,2,Частичная,Гуманитарные,Лабораторное оборудование
42231.6,362.476,4,4,Частичная,Гуманитарные,Лабораторное оборудование
26631.129,294.722,3,3,Частичная,Технические,Лабораторное оборудование
20381.036,233.656,3,3,Малая,Технические,Лабораторное оборудование
30227.566,322.959,3,1,Малая,Технические,Лабораторное оборудование
54655.065,330.896,3,5,Частичная,Гуманитарные,Лабораторное оборудование
17270.607,316.877,4,3,Частичная,Гуманитарные,Лабораторное оборудование
48887.575,339.938,2,4,Частичная,Технические,Литература
5993.875,239.602,2,2,Малая,Технические,Литература
18864.417,183.122,3,3,Отсутствует,Технические,Литература
23100.911,257.516,2,3,Отсутствует,Отсутствуют,Литература
59712.498,385.289,2,3,Малая,Технические,Лабораторное оборудование
42772.4,356.593,4,3,Частичная,Гуманитарные,Лабораторное оборудование
62760.533,483.861,4,4,Частичная,Гуманитарные,Лабораторное оборудование
5562.638,275.758,3,4,Отсутствует,Технические,Литература
44801.565,341.005,3,2,Частичная,Технические,Лабораторное оборудование
33127.186,183.798,1,1,Отсутствует,Технические,Литература
21090.219,318.976,3,1,Малая,Технические,Литература
9237.584,382.263,3,3,Частичная,Гуманитарные,Лабораторное оборудование
5803.261,273.025,2,3,Малая,Технические,Лабораторное оборудование
37563.557,383.884,2,4,Малая,Гуманитарные,Лабораторное оборудование
60835.912,407.851,3,3,Частичная,Гуманитарные,Лабораторное оборудование
10811.902,304.02,2,3,Малая,Гуманитарные,Лабораторное оборудование
62273.796,481.247,3,3,Частичная,Гуманитарные,Лабораторное оборудование
47319.747,332.597,3,2,Частичная,Гуманитарные,Лабораторное оборудование
47221.232,263.548,3,3,Малая,Технические,Лабораторное оборудование
44660.245,311.687,3,3,Малая,Технические,Лабораторное оборудование
59461.292,493.297,4,4,Частичная,Гуманитарные,Лабораторное оборудование
33870.426,343.158,3,3,Малая,Технические,Литература
13496.757,263.269,2,1,Частичная,Гуманитарные,Лабораторное оборудование
16839.964,314.328,3,5,Отсутствует,Гуманитарные,Лабораторное оборудование
13018.382,287.054,3,2,Малая,Технические,Литература
53313.719,346.701,4,4,Частичная,Гуманитарные,Лабораторное оборудование
61735.063,412.251,4,2,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
3370.537,267.591,2,2,Малая,Технические,Лабораторное оборудование
56567.137,374.867,2,3,Отсутствует,Технические,Лабораторное оборудование
43045.571,353.96,3,4,Частичная,Гуманитарные,Лабораторное оборудование
67043.497,600.0,3,4,Есть опытные образцы,Технические,Лабораторное оборудование
37574.443,267.506,2,3,Малая,Технические,Литература
63488.519,481.807,2,4,Частичная,Гуманитарные,Литература
46180.718,327.337,3,3,Частичная,Технические,Литература
49812.114,402.848,4,5,Частичная,Гуманитарные,Лабораторное оборудование
15454.529,458.697,4,3,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
8779.5,437.343,3,3,Малая,Технические,Литература
30333.716,477.909,3,3,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
32376.162,406.759,3,4,Частичная,Гуманитарные,Лабораторное оборудование
12280.414,254.726,2,2,Отсутствует,Технические,Литература
16431.845,282.381,2,3,Отсутствует,Технические,Литература
39722.978,345.046,4,2,Малая,Гуманитарные,Лабораторное оборудование
15965.543,297.612,3,2,Малая,Технические,Лабораторное оборудование
16381.929,100.0,3,2,Отсутствует,Отсутствуют,Литература
62131.109,463.168,4,3,Частичная,Гуманитарные,Лабораторное оборудование
13198.465,234.347,3,3,Малая,Гуманитарные,Литература
40472.831,404.177,3,4,Малая,Гуманитарные,Лабораторное оборудование
50684.574,214.364,3,2,Малая,Гуманитарные,Лабораторное оборудование
52322.182,430.865,5,4,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
23376.477,353.433,4,4,Частичная,Гуманитарные,Лабораторное оборудование
55192.754,500.83,4,4,Частичная,Технические,Лабораторное оборудование
6405.674,255.609,3,3,Малая,Технические,Лабораторное оборудование
65427.686,518.298,4,3,Есть опытные образцы,Гуманитарные,Литература
58510.35,372.147,2,3,Малая,Технические,Литература
61905.099,366.374,2,3,Малая,Технические,Лабораторное оборудование
52940.916,453.434,4,3,Частичная,Гуманитарные,Лабораторное оборудование
69390.499,530.591,4,3,Частичная,Гуманитарные,Лабораторное оборудование
54240.381,403.534,4,4,Частичная,Гуманитарные,Лабораторное оборудование
55191.309,416.179,3,4,Малая,Гуманитарные,Лабораторное оборудование
56818.536,386.17,3,3,Малая,Гуманитарные,Лабораторное оборудование
61811.446,398.955,4,2,Малая,Технические,Лабораторное оборудование
37529.398,365.933,1,2,Малая,Технические,Литература
58969.237,477.393,4,4,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
25828.061,308.232,2,3,Малая,Гуманитарные,Литература
48473.697,351.905,4,3,Частичная,Гуманитарные,Лабораторное оборудование
47302.638,441.689,4,4,Частичная,Гуманитарные,Лабораторное оборудование
24443.164,342.313,4,4,Частичная,Технические,Лабораторное оборудование
65429.944,427.002,4,2,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
37313.369,337.257,3,3,Частичная,Технические,Лабораторное оборудование
59558.476,434.227,3,4,Частичная,Технические,Лабораторное оборудование
60354.041,404.647,4,3,Частичная,Гуманитарные,Литература
32725.854,329.439,2,3,Малая,Технические,Литература
59087.641,361.341,4,3,Частичная,Гуманитарные,Лабораторное оборудование
18560.36,323.829,3,4,Частичная,Гуманитарные,Лабораторное оборудование
69460.7,380.032,3,4,Частичная,Гуманитарные,Лабораторное оборудование
68887.046,471.122,4,4,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
54432.344,328.058,3,2,Малая,Технические,Литература
55553.956,509.801,3,5,Частичная,Гуманитарные,Лабораторное оборудование
40764.072,410.215,4,3,Частичная,Гуманитарные,Лабораторное оборудование
34159.392,331.212,2,4,Малая,Гуманитарные,Лабораторное оборудование
51431.513,412.497,4,4,Малая,Технические,Лабораторное оборудование
43122.679,249.586,2,2,Малая,Гуманитарные,Лабораторное оборудование
52936.123,400.868,3,2,Малая,Технические,Литература
42456.363,303.689,2,1,Малая,Технические,Литература
15679.438,235.29,2,3,Малая,Гуманитарные,Лабораторное оборудование
59550.579,410.035,3,3,Частичная,Гуманитарные,Лабораторное оборудование
31160.622,286.861,4,3,Частичная,Гуманитарные,Лабораторное оборудование
36437.22,470.468,4,4,Частичная,Гуманитарные,Лабораторное оборудование
41256.856,484.759,4,3,Частичная,Гуманитарные,Лабораторное оборудование
37973.764,375.503,3,2,Частичная,Гуманитарные,Литература
57561.649,302.62,3,3,Малая,Технические,Литература
24194.389,398.593,3,4,Частичная,Гуманитарные,Лабораторное оборудование
54114.815,408.174,4,2,Частичная,Технические,Лабораторное оборудование
58045.185,426.475,4,3,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
15437.587,328.661,2,2,Малая,Гуманитарные,Лабораторное оборудование
67314.165,373.61,2,4,Малая,Гуманитарные,Лабораторное оборудование
64035.108,418.976,4,3,Частичная,Гуманитарные,Лабораторное оборудование
64606.374,356.448,3,4,Частичная,Гуманитарные,Лабораторное оборудование
54970.028,406.636,3,3,Частичная,Технические,Лабораторное оборудование
21797.947,367.986,4,3,Частичная,Гуманитарные,Лабораторное оборудование
68264.246,517.526,4,4,Частичная,Гуманитарные,Литература
19704.907,421.236,4,4,Частичная,Технические,Лабораторное оборудование
64907.214,496.694,4,5,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
37439.225,357.049,4,4,Частичная,Гуманитарные,Литература
42616.373,390.858,3,3,Малая,Гуманитарные,Лабораторное оборудование
7900.522,286.456,3,3,Отсутствует,Технические,Литература
7894.283,276.071,3,3,Малая,Технические,Лабораторное оборудование
50677.875,408.485,3,3,Малая,Технические,Лабораторное оборудование
58173.613,395.316,5,3,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
45455.95,386.853,4,3,Малая,Гуманитарные,Литература
43706.356,374.349,3,3,Малая,Технические,Лабораторное оборудование
69840.296,350.128,2,4,Отсутствует,Гуманитарные,Лабораторное оборудование
47113.402,244.188,2,2,Малая,Гуманитарные,Литература
63763.305,537.217,5,4,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
35161.187,314.242,2,2,Малая,Технические,Литература
19344.087,374.359,3,4,Частичная,Гуманитарные,Лабораторное оборудование
42398.769,447.278,4,4,Частичная,Гуманитарные,Лабораторное оборудование
64919.857,340.72,1,2,Отсутствует,Технические,Лабораторное оборудование
65203.127,329.86,3,3,Частичная,Гуманитарные,Лабораторное оборудование
31625.602,360.791,3,3,Малая,Технические,Литература
29473.143,285.908,2,1,Отсутствует,Технические,Литература
6850.026,272.087,2,2,Малая,Технические,Литература
18828.234,312.785,3,2,Малая,Гуманитарные,Лабораторное оборудование
54716.967,442.134,4,4,Частичная,Гуманитарные,Литература
14959.106,201.501,3,3,Отсутствует,Отсутствуют,Литература
56595.235,452.32,4,5,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
18289.778,224.004,3,2,Частичная,Технические,Лабораторное оборудование
3148.453,291.155,3,3,Малая,Технические,Литература
56870.236,549.724,4,3,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
63624.71,550.965,4,3,Частичная,Гуманитарные,Лабораторное оборудование
17941.487,354.253,4,2,Частичная,Гуманитарные,Лабораторное оборудование
21048.877,497.579,3,3,Частичная,Технические,Лабораторное оборудование
55205.238,487.989,3,2,Частичная,Гуманитарные,Лабораторное оборудование
24183.706,288.015,3,2,Малая,Технические,Лабораторное оборудование
29670.784,402.062,4,3,Частичная,Технические,Лабораторное оборудование
65619.586,517.286,4,4,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
19749.132,296.339,4,3,Малая,Гуманитарные,Лабораторное оборудование
26507.88,367.851,3,3,Частичная,Гуманитарные,Лабораторное оборудование
55464.783,425.926,3,3,Частичная,Гуманитарные,Лабораторное оборудование
38953.651,391.032,2,3,Отсутствует,Технические,Литература
26694.513,341.736,4,4,Частичная,Гуманитарные,Лабораторное оборудование
18761.948,407.83,4,3,Есть опытные образцы,Гуманитарные,Литература и оборудование
33160.931,426.938,3,3,Частичная,Технические,Лабораторное оборудование
9728.919,333.305,3,4,Частичная,Гуманитарные,Литература
32660.533,395.423,4,3,Частичная,Гуманитарные,Лабораторное оборудование
67818.668,540.265,3,3,Частичная,Технические,Лабораторное оборудование
35573.481,238.458,2,3,Малая,Технические,Литература
41104.483,391.603,4,3,Малая,Гуманитарные,Лабораторное оборудование
47754.174,346.332,4,3,Частичная,Гуманитарные,Лабораторное оборудование
21825.272,333.186,2,3,Малая,Гуманитарные,Лабораторное оборудование
29731.23,422.871,4,3,Частичная,Технические,Лабораторное оборудование
7066.508,360.209,3,2,Частичная,Технические,Литература
45231.611,425.484,3,3,Частичная,Гуманитарные,Лабораторное оборудование
32782.965,464.551,3,3,Частичная,Гуманитарные,Лабораторное оборудование
12014.887,272.97,3,4,Малая,Гуманитарные,Лабораторное оборудование
53422.542,371.249,3,4,Частичная,Гуманитарные,Лабораторное оборудование
21900.229,288.47,2,3,Малая,Технические,Лабораторное оборудование
16749.01,337.037,3,2,Частичная,Технические,Лабораторное оборудование
35606.266,381.12,3,3,Частичная,Технические,Лабораторное оборудование
61722.59,373.075,4,5,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
61929.062,336.578,4,4,Частичная,Гуманитарные,Лабораторное оборудование
15079.62,236.018,4,3,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
47911.538,379.667,3,3,Частичная,Технические,Лабораторное оборудование
15989.622,149.523,2,3,Отсутствует,Технические,Отсутствует
12250.852,373.062,3,2,Частичная,Технические,Лабораторное оборудование
16752.065,256.326,2,2,Малая,Технические,Литература
44070.173,240.066,1,2,Отсутствует,Технические,Лабораторное оборудование
67251.997,512.949,4,5,Частичная,Гуманитарные,Литература
37730.398,361.727,4,3,Малая,Гуманитарные,Литература
57726.24,431.383,2,3,Малая,Технические,Лабораторное оборудование
35162.649,388.257,3,5,Частичная,Гуманитарные,Лабораторное оборудование
25951.054,313.305,2,3,Малая,Технические,Литература
37649.804,460.592,3,4,Малая,Технические,Лабораторное оборудование
57251.257,311.498,4,3,Частичная,Гуманитарные,Лабораторное оборудование
58082.515,416.897,3,3,Малая,Гуманитарные,Литература
64839.406,397.643,4,3,Есть опытные образцы,Технические,Лабораторное оборудование
21357.397,311.672,3,3,Малая,Гуманитарные,Лабораторное оборудование
5175.929,265.369,3,2,Отсутствует,Технические,Литература
44832.734,369.903,4,3,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
45839.059,294.725,3,2,Малая,Гуманитарные,Лабораторное оборудование
24862.904,330.37,3,2,Частичная,Гуманитарные,Лабораторное оборудование
35004.075,206.797,2,2,Малая,Гуманитарные,Лабораторное оборудование
54105.524,354.628,4,3,Частичная,Технические,Лабораторное оборудование
28677.248,223.577,2,2,Малая,Гуманитарные,Литература
57755.745,413.648,3,3,Частичная,Гуманитарные,Лабораторное оборудование
63919.758,316.228,3,2,Малая,Гуманитарные,Литература
11384.935,311.387,3,1,Малая,Технические,Лабораторное оборудование
33555.965,421.676,4,3,Частичная,Гуманитарные,Лабораторное оборудование
5611.043,207.434,2,3,Малая,Технические,Литература
61928.875,362.644,3,3,Малая,Технические,Литература
7961.241,222.452,1,3,Отсутствует,Технические,Литература
36061.727,282.212,2,4,Частичная,Гуманитарные,Лабораторное оборудование
65650.11,360.78,3,3,Частичная,Технические,Литература
14490.989,216.635,1,3,Малая,Технические,Литература
55463.33,530.157,3,4,Частичная,Гуманитарные,Лабораторное оборудование
17096.132,265.248,2,2,Малая,Технические,Лабораторное оборудование
56866.058,452.657,2,3,Малая,Технические,Литература
58684.288,339.896,3,4,Малая,Гуманитарные,Лабораторное оборудование
22731.822,337.378,3,3,Частичная,Гуманитарные,Лабораторное оборудование
63665.842,276.749,2,3,Отсутствует,Технические,Лабораторное оборудование
5167.704,280.129,3,2,Частичная,Технические,Лабораторное оборудование
17057.129,284.531,2,2,Малая,Технические,Лабораторное оборудование
52233.711,342.572,3,3,Малая,Технические,Лабораторное оборудование
15353.549,207.577,2,2,Отсутствует,Технические,Литература
11425.177,218.088,2,2,Малая,Технические,Лабораторное оборудование
38782.643,329.505,2,4,Отсутствует,Технические,Литература
8994.669,288.049,3,3,Малая,Гуманитарные,Лабораторное оборудование
48920.078,308.402,2,3,Отсутствует,Технические,Литература
57091.04,450.228,4,4,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
54828.937,496.1,3,3,Есть опытные образцы,Гуманитарные,Лабораторное оборудование
16347.179,165.542,1,2,Отсутствует,Технические,Лабораторное оборудование
4205.346,250.789,2,3,Малая,Технические,Литература
4583.225,247.713,3,2,Малая,Гуманитарные,Литература
32144.21,218.086,2,2,Отсутствует,Технические,Литература
45857.57,293.078,3,3,Частичная,Технические,Лабораторное оборудование
48839.849,365.761,4,3,Частичная,Технические,Лабораторное оборудование
10258.62,257.563,2,3,Малая,Гуманитарные,Лабораторное оборудование
38587.19,424.163,3,3,Частичная,Гуманитарные,Лабораторное оборудование
69117.342,433.412,4,4,Частичная,Гуманитарные,Литература
36539.081,328.931,2,3,Малая,Технические,Лабораторное оборудование
22518.444,306.77,4,3,Частичная,Гуманитарные,Литература
47965.206,305.157,3,1,Частичная,Гуманитарные,Лабораторное оборудование
32083.047,433.721,3,4,Частичная,Гуманитарные,Лабораторное оборудование
54316.489,385.179,3,3,Частичная,Гуманитарные,Лабораторное оборудование
68328.724,345.795,3,3,Малая,Гуманитарные,Лабораторное оборудование
35143.036,412.737,4,5,Частичная,Гуманитарные,Лабораторное оборудование
8504.896,349.877,2,2,Малая,Технические,Лабораторное оборудование
65986.511,444.657,4,4,Частичная,Гуманитарные,Лабораторное оборудование
46815.824,401.127,4,4,Частичная,Гуманитарные,Литература
36953.789,508.849,4,4,Частичная,Гуманитарные,Лабораторное оборудование
5154.984,273.863,2,2,Малая,Технические,Лабораторное оборудование
18237.985,311.519,2,3,Малая,Технические,Лабораторное оборудование
57176.766,444.878,3,3,Частичная,Гуманитарные,Лабораторное оборудование
68744.767,437.306,3,4,Частичная,Технические,Лабораторное оборудование
46390.574,209.902,3,3,Малая,Гуманитарные,Лабораторное оборудование
19055.672,312.669,3,4,Малая,Гуманитарные,Лабораторное оборудование
69694.208,408.488,3,4,Частичная,Гуманитарные,Лабораторное оборудование
32761.979,388.418,3,4,Частичная,Технические,Литература
33078.59,345.428,3,2,Малая,Технические,Отсутствует
69494.683,409.363,3,3,Частичная,Технические,Лабораторное оборудование
41161.129,370.021,3,1,Частичная,Гуманитарные,Лабораторное оборудование
50399.289,254.497,3,3,Малая,Технические,Литература
22862.119,289.38,3,3,Частичная,Технические,Лабораторное оборудование
50262.17,464.585,3,3,Частичная,Гуманитарные,Лабораторное оборудование
21229.866,157.424,2,2,Малая,Технические,Лабораторное оборудование
8941.985,187.601,3,3,Отсутствует,Технические,Лабораторное оборудование
8653.616,281.824,3,2,Малая,Гуманитарные,Лабораторное оборудование
